QuestionID,Question,,,
30235799,"Hey Margaret,

That's the key that came with the car when we bought it from CarMax. Man, this sucks!  Do we get another key with the master reset?

I just got out of work and cannot make it there by 6pm.  I work in Santa Ana.",30236282,"If you can make it home tonight, I can have my driver come pick you up from home (San Pedro) and put you in a rental vehicle at no charge. Is that ok? You can add extra key for $226 + $136 metal key on the side. But it's really expensive when you only have One good key and lose that one. That does suck though how Carmax gave you a new making you think that that key should work when it's not even programmed nor cut! 
--Margaret Kang -DCH Toyota of Torrance",768
30233999,Ok.  I will head out.  I have until when?  ,30234022,"WE CLOSE @ 7 
--Chrissy Robertson -DCH Toyota of Torrance",26
30233040,Already got it. I can get a much better price at big o.  When can I pick up my iM,30233800,"IF YOU WANT TO COME TONIGHT YOU CAN 
--Chrissy Robertson -DCH Toyota of Torrance",823
30232401,Yes. What time?,30232710,"you let me know. are you ready to be picked up?
--Margaret Kang -DCH Toyota of Torrance",239
30228457,Ok how about tomorrow around lunch time,30229254,"ok no problem
--Miguel Ortiz -DCH Toyota of Torrance",567
30225783,"When do you close? I'm at work but I can pick it up afterwards.
Thanks
Tiffany",30226514,"We close at 7pm Tiffany.
--Miguel Ortiz -DCH Toyota of Torrance",374
30202321,It occurs when braking .. and acceleration ,30204355,"ok so that was my fault than, I did mentioned it to the tech so we do have seat covers so the techs could sit on. He will go ahead and re check the vehicle.....
--Janet Roman -DCH Toyota of Torrance",845
30193078,"Hey Margaret,

I have work at 1pm.  The tow truck is coming around 12-12:15pm.  Can I tow my car to DCH and pay/pick it up today after work or tomorrow morning?

What are your business hours?",30194511,"Send the vehicle in. I will text you when it gets here. We'll text or call with what we need to do to get it started.. you can even pay online afterward or come in and pay tomrw. We close at 7pm (but you can pick up till 9pm if you pay for the repair online before 7pm) or you can come in any tme after we open at 7am tomorrow morning. Let me know. :-)
--Margaret Kang -DCH Toyota of Torrance",629
30181408,How much longer?,30182591,"10 MIN :-)
--Margaret Kang -DCH Toyota of Torrance",569
30147679,Hey miguel its ryan is it fine my uncle gets the rent a car now til tomorrow when my car is ready,Answer Unavailable,,
30147081,"hose very well and this is most likely why this happened. Nevertheless we are very upset and disturbed over this whole thing. I specifically brought the car innot see anything in front of her, behind her and to the side of her and almost got in an accident. AAA came and had to tow the vehicle home. The driver said the hose was not connected to the reserve tank. I told him we just had the oil changed and he said the guy who checked the fluids probably did not reconnect theJose...my wife was driving down freeway tonight in Mission Viejo when tons of smoke started coming out from underneath hood and into the car itself. She couldthe day before my wife's trip to Mission Viejo for safety and this happens.",Answer Unavailable,,
30146022,That's how I roll bro😜,30146095,"??
--Margaret Kang -DCH Toyota of Torrance",322
30143932,Oh wow ya no one called so I figured I better check in..how late are u open I get off work at 6 I could b there by 630,30144100,"we close at 5pm. why don't you come by on Monday if you can't make it by 5pm tonight
--Margaret Kang -DCH Toyota of Torrance",257
30143740,"Hey Chrissy was just wondering what the ETA   
Is?",30145530,"It's done I thought i called and and left a message hop I did'nt leave a message on the wrong phone
--Chrissy Robertson -DCH Toyota of Torrance",3311
30142626,"Hi Jose, it's Cynthia. Any ETA on when my vehicle will be ready for pick up?",30143417,"your tech is done with the car and it is ready for pickup. we do have to get authorization for some of the repairs.
--Jose Hernandez -DCH Toyota of Torrance",1150
30138896,Pls do stabilizer (2nd item) and call or text me when it is completed.,30138909,"ok
--Margaret Kang -DCH Toyota of Torrance",13
30134786,Chrissy can you order the part and let me know when I need to come in to have it installed?,30140445,"Yes part should be here by Wed would you like to make an appt. for Thursday to get it done 
--Chrissy Robertson -DCH Toyota of Torrance",5659
30131669,What time do you close?,30132190,"we are here till 5pm
--Jose Hernandez -DCH Toyota of Torrance",461
30130526,Hi Marvin any idea when my car will be done?,30131472,"They have you in cue for 2pm
--Marvin Cabrera -DCH Toyota of Torrance",709
30124474,Good morning. Can I ask what time I can pick up my car?,30124802,"let me check with the tech give me a few
--Jose Hernandez -DCH Toyota of Torrance",194
30116859,What time is closed today,30116868,"5PM
--Margaret Kang -DCH Toyota of Torrance",23
30116650,How long it repair,30116730,"ABOUT 2-2.5 HOURS
--Margaret Kang -DCH Toyota of Torrance",73
30116279,Good morning how much  total cost for repair everything my car,30116325,"$469 for all
--Margaret Kang -DCH Toyota of Torrance",39
30111953,"Hi Jocelin, we decided to stay local and have breakfast. How soon will the car be ready--2015 white Corolla s",30112109,"Hello, The estimated time for your vehicle is 9:40am.
--Jocelin Monge -DCH Toyota of Torrance",146
30095387,"Thank you! Oh ok, about what time i can pick up my car? I hope its done by noon..",Answer Unavailable,,
30094121,Let's forget about the loaner car.  What time do you think I will be able to pick it up?  I'm hoping it is not pushed back to the afternoon.,30095315,"No sir, the tech will continue until its done so i can try to get it to you by midday early afternoon.thanks
--Miguel Ortiz -DCH Toyota of Torrance",949
30091300,Ok.   Will defer those.  How late may we pick up?,Answer Unavailable,,
30089520,Hi Jose- How is my Highlander coming along? ,Answer Unavailable,,
30085877,"Hi Margaret, thanks for your info. 
Can you please text me what the breakdown costs is for those repairs and any discounts you can offer and how long will it take to repair if we left the car there from today (in other words would it be ready tomorrow afternoon?)",Answer Unavailable,,
30085877,"Hi Margaret, thanks for your info. 
Can you please text me what the breakdown costs is for those repairs and any discounts you can offer and how long will it take to repair if we left the car there from today (in other words would it be ready tomorrow afternoon?)",Answer Unavailable,,
30085185,Also how much would it cost to replace the brake pad including rotor? Front right and left?,30088631,"$549 for both front brake pads and rotors.
--Margaret Kang -DCH Toyota of Torrance",1660
30076316,"Okay, great! Can I come pickup from DCH. Can I leave the Enterprise rental car with you guys? Also, what time do you close??",30079819,"just drop off the car here and we will take care of it. thank you
--Jose Hernandez -DCH Toyota of Torrance",1329
30073036,Hi Margaret.  Just wondering how much longer?  Thank you very much.  Michelle Foreman,Answer Unavailable,,
30071362,How much longer for my Avalon? ,Answer Unavailable,,
30066924,Did they figure out what was wrong with the gearshift?,30068059,"The tech resecured the shift selector, but is considering ordering you a new one being that its under warranty.
--Marvin Cabrera -DCH Toyota of Torrance",385
30065506,Is there an ETA on when the Toyota RAV4 for Heather Weinstock will be ready,Answer Unavailable,,
30052588,Why,30053017,"the filter that keeps the dust and debris away from the hybrid battery and ensure that the battery will not overheat. 
--Jose Hernandez -DCH Toyota of Torrance",145
30037618,Can u pls tell me how many more mins I have to wait?,30037955,"It will be ready in 5min
--Jose Hernandez -DCH Toyota of Torrance",127
30033816,Hi any update on when the parts will arrive? thanks,30037557,"No update when the parts will be here. 
--Jose Hernandez -DCH Toyota of Torrance",1590
30003869,"Hi, Miguelito!
So far, everything is OK!
I will let you know when something wrong.
Thanks anyway.",Answer Unavailable,,
29989489,How late does the shuttle run?,29990289,"till 5:30.Call 310.325-7602 for detail. Thanks Rebecca!
--Margaret Kang -DCH Toyota of Torrance",436
29988104,"Hi Margaret. That's a lot of work and expense and I'm not prepared to make the repairs at this time. 
So please let me know when I can pick up the car",29988663,"vehicle is ready for pick up now. Come on down.. :-)
--Margaret Kang -DCH Toyota of Torrance",260
29982543,"No problem. I wanted to know for windshield replacement, who does Toyota contract with?  What mobile glass company is used?",36413516,"Hi Rosie so it looks like your vehicle is ready 
--Janet Roman DCH Toyota of Torrance",7250953
29965585,What is the latest I can pick up the car? And the cost?,29967380,"We are open until 7:00pm , and final total is $312.98 thats with the 10%off labor you will see on your invoice   
--Daniel Poplar -DCH Toyota of Torrance",677
29962666,"Daniel, Do you know how much longer it will take for my key programming for my SEQUIOA? ",Answer Unavailable,,
29956667,"Hi!
Do you have an estimate?
What is the tire status? 
Thx 
Frances Ricks",29958980,"Yes , my tech did do an inspection on tires , found the spare tire low. We did adjusted the tire pressure on all tires including the spare. Everything checked out good as well. 
--Daniel Poplar -DCH Toyota of Torrance",971
29955512,What is the TSB?,29956034,"Toyota of Santa Monica put a TSB 014414 which is a technical service bulletin but this bulletin is not for this truck it is for older models 
--Jose Hernandez -DCH Toyota of Torrance",232
29952143,"I'd love to know what the problem is...has anything changed, more issues? Is there anything else I should know??",Answer Unavailable,,
